유형명,용도명,수출국,원산지,품목,수출국,원산지,총수입건수,총수입중량(톤),총수입금액(천$),부적합건수,부적합중량(톤),부적합금액(천$),현품부재중량(톤),현품부재금액(천$)
,,,,마른갑오징어,,,8,4.2,40.95,0,0,0,0,0
,,,,마른개아지살,,,18,1.91,35.81,1,0.88,8.79,0,0
,,,,마른개아지살(가리비),,,44,2.5,181.15,4,0.24,3.51,0,0
,,,,"마른개아지살(가리비,자숙)",,,33,7.09,332.69,0,0,0,0,0
,,,,마른게(꽃게),,,3,7.51,115.97,0,0,0,0,0
,,,,마른게레치,,,1,0.71,4.97,0,0,0,0,0
,,,,마른고둥살(골뱅이),,,1,50.72,710.08,0,0,0,0,0
,,,,마른고등어,,,14,28.14,153.01,2,2.08,12.39,0,0
,,,,"마른고등어(갈고등어,훈제)",,,14,15.7,29.61,0,0,0,0,0
,,,,마른고등어(훈제),,,49,59.66,282.3,2,3.72,19.97,0,0
,,,,마른구라미,,,1,1.09,9.68,0,0,0,0,0
,,,,마른굴(탈각),,,4,26.03,380.02,1,7.91,51.75,0,0
,,,,마른김,,,238,"1,141.15","11,553.4",1,1.83,21.63,0,0
,,,,마른김(자반),,,15,54.96,197.65,0,0,0,0,0
,,,,마른김(파치),,,2,0.64,0.94,0,0,0,0,0
,,,,마른까나리,,,23,111.9,376.24,3,15.12,56.21,0,0
,,,,마른꼬시래기,,,205,"8,759.03","9,266.68",0,0,0,0,0
,,,,마른꼴뚜기,,,13,22.84,120.32,0,0,0,0,0
,,,,마른꼴뚜기(자숙),,,39,77.03,192.27,0,0,0,0,0
,,,,마른꽁치,,,1,0.01,1.39,0,0,0,0,0
,,,,마른날새기,,,15,10.12,79.67,0,0,0,0,0
,,,,마른넙치,,,15,2.18,33.9,1,0.25,3.12,0,0
,,,,마른눈퉁멸,,,4,6.86,27.33,0,0,0,0,0
,,,,마른다랑어(가다랑어),,,18,10.6,108.03,2,1.69,3.52,0,0
,,,,"마른다랑어(가다랑어,훈제)",,,654,"6,515.95","46,061.2",9,113.08,"1,058.47",0,0
,,,,마른다랑어(스리랑카가다랑어),,,33,14.34,81.69,2,1.9,4.81,0,0
,,,,"마른다랑어(점다랑어,훈제)",,,49,529.91,"2,523.31",0,0,0,0,0
,,,,마른다랑어(황다랑어),,,37,21.92,122.73,0,0,0,0,0
,,,,"마른다랑어(황다랑어,훈제)",,,1,0.19,0.56,0,0,0,0,0
,,,,마른다시마,,,308,"4,157.02","4,141.38",24,289.79,186.19,0,0
,,,,마른다시마(썰은),,,99,94.85,364.06,0,0,0,0,0
,,,,마른대구,,,557,"3,479.04","23,856.56",1,1.77,3.54,0,0
,,,,마른대구(껍질),,,3,4.98,12.04,0,0,0,0,0
,,,,마른대구(빨간대구),,,3,14.97,16.08,0,0,0,0,0
,,,,마른대구포,,,9,29.65,220.16,2,5.07,43.61,0,0
,,,,마른독가시치,,,12,3.74,32.37,0,0,0,0,0
,,,,마른돌가사리,,,97,"1,278.79","5,145.65",0,0,0,0,0
,,,,마른돔,,,2,0.2,0.21,1,0.15,0.02,0,0
,,,,마른돔(사자구돔),,,1,0.01,0.33,0,0,0,0,0
,,,,마른돔(실꼬리돔),,,75,44.27,220.1,0,0,0,0,0
,,,,마른돔(옥돔),,,2,0.26,0.39,0,0,0,0,0
,,,,마른만새기(F),,,2,3.05,16.91,0,0,0,0,0
,,,,마른망둑(문절망둑),,,6,8.11,15.17,0,0,0,0,0
,,,,마른매퉁이,,,4,2.03,31.69,0,0,0,0,0
,,,,마른메기,,,35,34.12,187.78,0,0,0,0,0
,,,,"마른메기(PANGASIUS메기,훈제)",,,4,0.71,10.07,0,0,0,0,0
,,,,마른메기(물메기),,,1,0.19,1.14,0,0,0,0,0
,,,,마른메기(붉은메기),,,611,"4,658.24","38,132.76",2,7.44,50.89,0,0
,,,,마른메기포(물메기),,,2,10.24,33.81,1,5.2,17.16,0,0
,,,,마른메기포(붉은메기),,,14,59.46,349.08,0,0,0,0,0
,,,,마른멸치,,,"4,815","31,559","109,219.86",41,210.07,599.18,0,0
,,,,마른멸치(중멸),,,2,5.14,42.31,1,0.1,0.03,0,0
,,,,마른멸치포,,,21,45.99,211.91,4,0.43,1.39,0,0
,,,,마른명태,,,"2,888","22,549.46","149,993.11",8,59.09,217.92,0,0
,,,,마른명태(껍질),,,148,478.65,"1,198.01",0,0,0,0,0
,,,,마른명태포,,,995,"4,706.87","31,627.28",27,160.95,791.33,0,0
,,,,마른명태포(찢은),,,39,456.89,"2,134.99",14,119.3,559.73,0,0
,,,,마른모자반,,,1,3.6,47.81,0,0,0,0,0
,,,,마른몽치다래,,,2,0.94,5.57,0,0,0,0,0
,,,,마른몽치다래(훈제),,,12,32.82,234.4,1,1,6.98,0,0
,,,,마른문어,,,2,2.92,13.91,0,0,0,0,0
,,,,마른물천구,,,9,3.24,21.89,0,0,0,0,0
,,,,마른물치다래(훈제),,,150,798.21,"3,849.06",2,11.72,79.34,0,0
,,,,마른미꾸라지,,,7,3.84,29.52,1,0.52,2.6,0,0
,,,,마른미역,,,255,"1,298.41","3,657.51",3,32.8,40.57,0.25,0.35
,,,,마른미역(귀),,,33,92.96,442.47,0,0,0,0,0
,,,,마른미역(쇠미역),,,7,24.31,19.26,0,0.53,0.26,0,0
,,,,마른미역(썰은),,,651,"3,872.28","18,348.52",0,0,0,0,0
,,,,마른미역(줄기),,,17,13.04,119.66,0,0,0,0,0
,,,,마른민어(수조기),,,5,1.84,6.67,0,0,0,0,0
,,,,마른밀크피시,,,1,0.49,0.99,1,0.49,0.99,0,0
,,,,마른바늘동치,,,2,1.07,3.68,1,0.63,1.23,0,0
,,,,마른바지락살,,,1,4,12.4,0,0,0,0,0
,,,,마른바지락살(자숙),,,49,371.92,"1,780.52",2,3.1,10.85,0,0
,,,,마른방어(참치방어),,,2,1.55,8.61,0,0,0,0,0
,,,,마른밴댕이,,,"2,793","18,881.35","60,081.07",7,31.45,81.29,0,0
,,,,마른뱅어,,,39,62.64,378.53,0,0,0,0,0
,,,,마른베도라치,,,8,38.61,103.98,1,2.5,2.5,0,0
,,,,마른볏붉은잎,,,1,0.39,19.5,0,0,0,0,0
,,,,마른보리멸,,,7,4.72,17.61,0,0,0,0,0
,,,,마른부리붉은잎,,,1,6.33,15.8,0,0,0,0,0
,,,,마른불등가사리,,,9,11.41,119.1,0,0,0,0,0
,,,,마른블루화이팅,,,3,16.97,56.7,0,0,0,0,0
,,,,마른빙어(구운),,,1,0.56,2.26,0,0,0,0,0
,,,,마른빙어(열빙어),,,3,0.56,25.66,0,0,0,0,0
,,,,"마른빙어(열빙어,구운)",,,1,0.01,1.06,0,0,0,0,0
,,,,"마른삼치(줄삼치,훈제)",,,1,6.42,25.68,0,0,0,0,0
,,,,마른상어,,,38,18.77,104.38,1,0.72,4.1,0,0
,,,,마른상어(지느러미),,,249,66.95,"4,063.33",7,1.98,55.17,0,0
,,,,"마른상어(지느러미,근사)",,,28,2.47,199.59,0,0,0,0,0
,,,,"마른상어(지느러미,자숙)",,,113,11.01,"1,553.38",0,0,0,0,0
,,,,"마른상어(청새리상어,지느러미)",,,46,12.39,893.95,0,0,0,0,0
,,,,"마른상어(흑기흉상어,지느러미,자숙)",,,1,0.01,3,0,0,0,0,0
,,,,마른상어포,,,1,0.11,0.17,1,0.11,0.17,0,0
,,,,마른상어포(청상아리),,,25,10.8,86.71,0,0,0,0,0
,,,,마른새우,,,"6,340","55,003.73","348,739.07",55,388.02,"2,683.46",0,0.04
,,,,마른새우(꽃새우),,,160,838.66,"7,822.17",1,5.93,16.16,0,0
,,,,마른새우(알),,,1,0.01,0.22,0,0,0,0,0
,,,,마른새우(자숙),,,42,312.18,"1,839.22",2,0.04,0.9,0,0
,,,,마른새우(젓새우),,,31,175.75,916.7,0,0,0,0,0
,,,,"마른새우(징거미새우,구운)",,,1,0.2,1,0,0,0,0,0
,,,,마른새우살(자숙),,,3,0.5,3.06,1,0.2,1.88,0,0
,,,,"마른새치(녹새치,훈제,F)",,,1,0.51,1.68,0,0,0,0,0
,,,,마른새치(돛새치),,,81,45.26,360.08,0,0,0,0,0
,,,,마른색줄멸포,,,1,0.39,0.58,0,0,0,0,0
,,,,마른서대,,,4,5.88,18.16,0,0,0,0,0
,,,,마른서대포,,,2,0.03,0.84,0,0,0,0,0
,,,,마른세모가사리,,,16,12.2,257.1,0,0,0,0,0
,,,,마른실말,,,2,1.17,1.92,0,0,0,0,0
,,,,마른실치,,,10,65.63,257.74,0,0,0,0,0
,,,,마른아귀,,,2,2.16,10.8,0,0,0,0,0
,,,,마른양미리,,,1,0.4,3.51,0,0,0,0,0
,,,,마른어란(기름치알),,,1,0.11,5.04,0,0,0,0,0
,,,,마른어란(날치알),,,110,337.2,"8,690.84",0,0,0,0,0
,,,,"마른어란(날치알,캐비아대용)",,,387,"3,177.06","82,504.3",0,0,0,0,0
,,,,마른어란(숭어알),,,30,1.33,147.27,0,0,0,0,0
,,,,마른오징어,,,152,"1,059.47","9,208.07",2,3.2,11.28,0,0
,,,,마른오징어(다리),,,197,"1,971.16","9,815.26",3,40.17,315.23,0,0
,,,,"마른오징어(다리,자숙)",,,1,4.4,3.96,0,0,0,0,0
,,,,마른오징어(동체),,,3,30.52,556.16,0,0,0,0,0
,,,,"마른오징어(동체,자숙)",,,15,308.45,682.88,0,0,0,0,0
,,,,마른오징어(지느러미),,,46,559.33,"1,767.69",0,0,0,0,0
,,,,"마른오징어(지느러미,탈피,자숙)",,,3,13.4,28.66,0,0,0,0,0
,,,,마른오징어(화살오징어),,,"5,472","31,890.72","537,436.78",12,11.53,75.71,0,0
,,,,"마른오징어(화살오징어,구운)",,,35,31.91,324.3,0,0,0,0,0
,,,,"마른오징어(화살오징어,다리)",,,2,0.28,1.08,0,0,0,0,0
,,,,"마른오징어(화살오징어,동체,구운)",,,3,1.32,8.91,1,1,6,0,0
,,,,마른오징어포(지느러미),,,50,627.66,"2,299.31",1,0.84,1.43,0,0
,,,,마른우뭇가사리,,,149,"3,472.86","13,956.5",2,11.63,11.63,0,0
,,,,마른임연수어,,,1,0.01,0.28,0,0,0,0,0
,,,,마른잉어,,,2,0.93,1.52,1,0.5,0.88,0,0
,,,,마른장어(붕장어),,,4,11.88,76.69,0,0,0,0,0
,,,,마른장어포(붕장어),,,1,1.52,1.52,0,0,0,0,0
,,,,마른전갱이,,,79,58.42,373.55,2,2.52,6.77,0,0
,,,,마른전갱이(가라지),,,5,2.33,8.34,0,0,0,0,0
,,,,"마른전갱이(가라지,훈제)",,,1,2.5,15,0,0,0,0,0
,,,,마른전복살(자숙),,,14,0.31,272.64,1,0.02,6,0,0
,,,,마른전어,,,1,0.2,0.36,1,0.2,0.36,0,0
,,,,마른정어리,,,3,2.94,17.44,1,2.81,15.52,0,0
,,,,마른정어리(훈제),,,34,43.59,125.67,1,0.7,3.61,0,0
,,,,마른조개살,,,1,0.1,0.21,0,0,0,0,0
,,,,"마른조개살(가리비,자숙)",,,2,11,59.6,0,0,0,0,0
,,,,마른조개살(개량조개),,,5,19.52,33.23,1,0.35,0.1,0,0
,,,,"마른조개살(개량조개,자숙)",,,107,869.35,"3,671.27",1,6.81,13.62,0,0
,,,,"마른조개살(피조개, 자숙)",,,1,10,45,0,0,0,0,0
,,,,마른조기(부세),,,7,13.89,53.41,0,0,0,0,0
,,,,마른조기(참조기),,,9,26.68,58.54,4,0.66,2.76,0,0
,,,,마른주꾸미,,,2,0.33,1.79,0,0,0,0,0
,,,,마른주둥치,,,60,26.4,96.56,0,0,0,0,0
,,,,마른쥐치,,,15,21.77,51,0,0,0,0,0
,,,,마른쥐치(가는꼬리쥐치),,,2,1.93,12.11,0,0,0,0,0
,,,,마른쥐치(객주리),,,2,1,5.05,0,0,0,0,0
,,,,마른쥐치포,,,4,6.31,26.41,0,0,0,0,0
,,,,마른진두발,,,113,"1,108.19","2,202.46",0,0,0,0,0
,,,,마른청각,,,131,681.47,"1,497.48",1,2.5,3.38,0,0
,,,,마른청어,,,73,26.12,133.25,2,0.65,2.19,0,0
,,,,마른청어(그물눈태평양청어),,,1,0.38,0.8,1,0.38,0.8,0,0
,,,,마른톳,,,108,"1,077.14","3,604.65",0,0,0,0,0
,,,,마른톳(찐톳),,,144,922.42,"5,528.62",0,0,0,0,0
,,,,마른틸라피아,,,1,0.28,1.14,0,0,0,0,0
,,,,마른파래,,,22,22.64,104.69,0,0,0,0,0
,,,,마른파래(갈파래),,,1,0.12,0.7,0,0,0,0,0
,,,,마른파래(조분),,,2,0.36,7.11,0,0,0,0,0
,,,,마른해삼,,,104,92.9,"1,913.3",1,0.14,0.76,0,0
,,,,마른해삼(자숙),,,"8,322","7,074.36","185,286.41",110,96.66,"1,372.95",0,0
,,,,"마른해삼(자숙,썰은)",,,185,71.02,"1,838.9",0,0,0,0,0
,,,,마른해조,,,5,2.87,15.85,0,0,0,0,0
,,,,마른해조(MACROSYSTIS),,,1,0.1,0.4,0,0,0,0,0
,,,,마른해조(WHITE KIRINSAI),,,5,1.11,21.15,0,0,0,0,0
,,,,마른해조(구슬말),,,1,0.02,0.8,0,0,0,0,0
,,,,마른해조(스피노잠),,,135,"8,325.12","4,467.37",0,0,0,0,0
,,,,마른해조(코토니),,,439,"28,906.51","38,223.06",0,0,0,0,0
,,,,마른해조(혼합),,,1,3,113.57,0,0,0,0,0
,,,,마른해조분(파래),,,6,24.85,74.74,0,0,0,0,0
,,,,"마른홍합(자숙,탈각)",,,73,950.01,"5,118.17",1,6.6,27.72,0,0
,,,,얼구운김,,,5,16.37,263.89,0,0,0,0,0
,,,,염장가리비(외투막),,,22,335.91,638.73,0,0,0,0,0
,,,,염장갈래곰보,,,21,23.14,119.27,0,0,0,0,0
,,,,염장갑오징어,,,2,22.23,41.86,0,0,0,0,0
,,,,염장개불,,,3,20.87,30.26,0,0,0,0,0
,,,,염장게(방게),,,7,34.19,23.58,0,0,0,0,0
,,,,염장게(알),,,1,0.5,12.95,0,0,0,0,0
,,,,염장게(참게),,,2,7.8,10.68,0,0,0,0,0
,,,,염장고둥살(피뿔고둥),,,1,10,10,0,0,0,0,0
,,,,염장고등어,,,27,37.29,55.1,0,0,0,0,0
,,,,염장굴(탈각),,,255,"4,160.87","6,399.94",3,27.87,36.71,0,0
,,,,염장까나리,,,30,"3,336.48",589.23,1,3.9,0.78,0,0
,,,,염장꼬시래기,,,11,174.13,225.33,0,0,0,0,0
,,,,염장꼴뚜기,,,456,"7,540.68","8,574.29",0,0,0,0,0
,,,,염장낙지,,,787,"11,453.18","29,954.02",8,63.47,111.38,0,0
,,,,염장내장(전복),,,1,1,7.5,0,0,0,0,0
,,,,염장농어,,,1,6.34,10.14,0,0,0,0,0
,,,,염장다시마,,,139,"1,920.49","3,301.27",0,0,0,0,0
,,,,염장다시마(절단),,,18,126.17,169.1,0,0,0,0,0
,,,,염장대구(F),,,3,2.58,13.98,0,0,0,0,0
,,,,염장돌가사리,,,8,42.44,115.64,0,0,0,0,0
,,,,염장동죽살,,,2,6.83,6.49,0,0,0,0,0
,,,,염장멸치,,,18,653.47,142.4,0,0,0,0,0
,,,,염장멸치(곤어리),,,5,75.05,36.33,0,0,0,0,0
,,,,염장명태,,,1,22,51.81,0,0,0,0,0
,,,,염장모자반,,,5,9.02,17.88,0,0,0,0,0
,,,,염장문어,,,1,0.19,0.34,0,0,0,0,0
,,,,염장미역,,,"2,074","75,143.81","40,524.04",7,201.08,72.03,0,0
,,,,염장미역(귀),,,16,368.87,236.17,0,0,0,0,0
,,,,염장미역(줄기),,,681,"14,259.69","9,586.42",4,51.35,11.86,0,0
,,,,염장민어(긴가이석태),,,1,0.04,0.6,0,0,0,0,0
,,,,염장민어(황강달이),,,11,206.04,108.93,0,0,0,0,0
,,,,염장바지락살,,,"3,075","54,300.49","87,546.5",1,1.48,2.04,0,0
,,,,염장반지,,,1,1.1,0.44,0,0,0,0,0
,,,,염장백합살,,,100,"1,807.02","2,343.47",0,0,0,0,0
,,,,염장밴댕이,,,194,"3,147.47","2,188.42",2,36.9,22.19,0,0
,,,,염장볏붉은잎,,,3,36.07,139.87,0,0,0,0,0
,,,,염장볼락,,,2,17.55,11.22,0,0,0,0,0
,,,,염장빙어(열빙어),,,12,262.3,"1,069.19",1,10.4,45.76,0,0
,,,,염장삼치,,,1,0.12,0.05,0,0,0,0,0
,,,,염장새우,,,151,"3,509.88","2,446.33",0,0,0,0,0
,,,,염장새우(꽃새우),,,1,13.14,6.57,0,0,0,0,0
,,,,염장새우(새뱅이),,,190,"3,104.15","2,549.44",0,0,0,0,0
,,,,염장새우(젓새우),,,"12,565","373,499.95","248,049.56",42,952.45,542.55,2.45,1.35
,,,,염장성게(알),,,32,32.66,365.15,0,0,0,0,0
,,,,염장숭어,,,1,0.02,0.36,0,0,0,0,0
,,,,염장어란(날치알),,,10,156.84,"1,709.8",0,0,0,0,0
,,,,"염장어란(날치알,캐비아대용)",,,678,"9,735.52","72,135.73",0,0,0,0,0
,,,,염장어란(명란),,,12,96.12,207.05,2,7.91,8.58,0,0
,,,,"염장어란(보리멸알, 캐비아대용)",,,6,88.44,293.53,0,0,0,0,0
,,,,염장어란(색줄멸알),,,2,20.19,43.71,0,0,0,0,0
,,,,염장어란(숭어알),,,9,1.3,19.24,0,0,0,0,0
,,,,"염장어란(숭어알,훈제,캐비아대용)",,,1,0.01,0.15,0,0,0,0,0
,,,,"염장어란(연어알,캐비아대용)",,,44,23.43,668.55,0,0,0,0,0
,,,,염장어란(열빙어알),,,1,22.2,107.67,0,0,0,0,0
,,,,"염장어란(열빙어알,캐비아대용)",,,12,329.86,"1,374.53",0,0,0,0,0
,,,,염장어란(청어알),,,77,480.71,"1,475.5",0,0,0,0,0
,,,,"염장어란(청어알,다시마감음,캐비아대용)",,,2,12.38,30.61,0,0,0,0,0
,,,,"염장어란(청어알,캐비아대용)",,,31,516.13,"2,434.5",0,0,0,0,0
,,,,염장연어,,,3,3.61,23.14,0,0,0,0,0
,,,,염장오징어,,,274,"5,346.7","4,198.45",0,0,0,0,0
,,,,염장오징어(다리),,,9,33.22,46.49,0,0,0,0,0
,,,,염장오징어(동체),,,11,127.54,227.34,0,0,0,0,0
,,,,염장오징어(입살),,,2,47.17,18.87,0,0,0,0,0
,,,,염장오징어(지느러미),,,129,"3,585.24","1,894.87",0,0,0,0,0
,,,,염장오징어(화살오징어),,,14,133.88,187.26,0,0,0,0,0
,,,,염장옥덩굴,,,39,9.98,195.51,0,0,0,0,0
,,,,염장전갱이,,,1,1.32,3.97,0,0,0,0,0
,,,,염장정어리,,,1,6.8,3.4,0,0,0,0,0
,,,,"염장조개(키조개,수족근)",,,1,3.33,5.33,0,0,0,0,0
,,,,"염장조개(키조개,외투막)",,,9,79.76,159.04,0,0,0,0,0
,,,,염장조개살(개량조개),,,1,18,23.4,0,0,0,0,0
,,,,염장조개살(민들조개),,,3,5,22.49,0,0,0,0,0
,,,,염장조개살(코끼리조개),,,2,25.92,41.44,0,0,0,0,0
,,,,염장조개살(큰죽합),,,5,14.34,18.16,0,0,0,0,0
,,,,염장조기(참조기),,,8,58.31,208.09,3,32.14,98.55,0,0
,,,,염장주꾸미,,,20,143.79,152.98,0,0,0,0,0
,,,,염장청어(그물눈태평양청어),,,1,1.24,2.26,0,0,0,0,0
,,,,염장큰실말,,,36,256.52,450.4,0,0,0,0,0
,,,,염장해삼,,,13,4.24,189.46,0,0,0,0,0
,,,,염장해삼(자숙),,,269,121.08,"3,679.48",1,2.49,12.45,0,0
,,,,염장해파리,,,"7,788","116,316.28","247,031.16",12,192.95,334.89,13.08,21.65
,,,,염장해파리(다리),,,794,"6,193.44","7,878.51",0,0,0,0,0
,,,,염장해파리(썰은),,,110,"1,173.64","2,411.63",0,0,0,0,0
,,,,염장해파리(파치),,,2,15.4,41.2,0,0,0,0,0
,,,,한천(가루한천),,,68,114.34,"1,543.78",0,0,0,0,0
,,,,한천(각한천),,,3,1.75,68.76,0,0,0,0,0
,,,,한천(실한천),,,56,87.3,"1,197.3",0,0,0,0,0
,,,,활가리비,,,"16,073","101,899.96","310,641.18",156,718.91,"1,401.11",1.72,2.39
,,,,활가리비(참가리비),,,1,0.11,0.83,1,0.11,0.83,0,0
,,,,활가리비(큰가리비),,,1,0.1,1.34,0,0,0,0,0
,,,,활가물치,,,"1,502","4,561.31","7,994.16",3,9.73,17.17,0.56,1.31
,,,,활가오리,,,47,12.21,33.5,0,0,0,0,0
,,,,활가자미,,,24,13.24,105.24,0,0,0,0,0
,,,,활가자미(노랑가자미),,,6,4.11,37.13,0,0,0,0,0
,,,,활가자미(돌가자미),,,"3,509","12,991.7","109,986.38",24,119.89,948.28,0,0
,,,,활가자미(문치가자미),,,26,15.86,33.03,0,0,0,0,0
,,,,활가자미(범가자미),,,14,19.64,155.04,0,0,0,0,0
,,,,활가자미(뿔가자미),,,2,3.97,19.85,0,0,0,0,0
,,,,활가자미(점가자미),,,35,22.78,45.44,1,0.5,1,0,0
,,,,활가자미(줄가자미),,,3,0.31,5.23,0,0,0,0,0
,,,,활가자미(참가자미),,,5,6.32,13.91,0,0,0,0,0
,,,,활가자미(층거리가자미),,,2,0.23,0.72,0,0,0,0,0
,,,,활가재(민물가재),,,343,28.83,452.24,0,0,0,0,0
,,,,활가재(바다가재),,,"39,705","36,257.67","728,223.36",13,6.06,103.05,2.04,43.16
,,,,활개불,,,"14,914","22,517.72","51,197.1",8,2.59,4.92,0,0
,,,,활게,,,155,101.32,"1,039.5",1,0.1,0.25,0,0
,,,,활게(GOLDEN CRAB),,,18,11.55,191.4,0,0,0,0,0
,,,,활게(GOLDEN LUCKY CRAB),,,2,0.19,4.29,0,0,0,0,0
,,,,활게(가시투성왕게),,,55,224.89,"4,239.75",0,0,0,0,0
,,,,활게(꽃게),,,"1,390","2,911.85","15,818.09",11,26.58,69.56,0.07,0.32
,,,,활게(납작게),,,3,5.46,1.09,0,0,0,0,0
,,,,활게(달랑게),,,331,347.27,372.02,1,1.81,2.17,0,0
,,,,활게(닭게),,,3,0.31,2.86,0,0,0,0,0
,,,,활게(대게),,,"18,790","106,265","951,938.81",7,38.79,220.54,7.14,58.28
,,,,"활게(대게,HYBRID SNOW CRAB)",,,2,1.49,2.98,0,0,0,0,0
,,,,활게(던지네스게),,,199,57.25,689.19,1,0.01,0.09,0,0
,,,,활게(민꽃게),,,271,271.22,594.71,1,0.37,0.3,0,0
,,,,활게(방게),,,2,5.9,5.9,0,0,0,0,0
,,,,활게(붉은대게),,,75,204.54,"1,546.4",0,0,0,0,0
,,,,활게(여섯갈래민꽃게),,,609,86.01,352.68,4,0.45,2.16,0,0
,,,,활게(왕게),,,"13,667","66,276.69","970,347.76",24,77.55,"1,549.38",1.3,7.54
,,,,활게(왕밤송이게),,,3,4.08,28.04,0,0,0,0,0
,,,,활게(은행게),,,36,9.77,90.25,0,0,0,0,0
,,,,활게(조나게),,,2,0.03,0.21,0,0,0,0,0
,,,,활게(참게),,,"4,677","6,798.13","41,401.78",10,9.77,66.35,0.06,0.42
,,,,활게(청색꽃게),,,17,10.4,71.54,0,0,0,0,0
,,,,활게(코코넛게),,,1,0.06,0.11,0,0,0,0,0
,,,,활게(털게),,,"1,941",917.88,"9,456.33",2,2.5,21.75,0.35,3.92
,,,,활게(톱날꽃게),,,82,9.9,72.94,0,0,0,0,0
,,,,활고둥(갯고둥),,,1,3.9,2.34,0,0,0,0,0
,,,,활고둥(골뱅이),,,43,67.53,102.68,0,0,0,0,0
,,,,활고둥(논고둥),,,4,1.42,1.8,0,0,0,0,0
,,,,활고둥(매물고둥),,,272,244.83,398.72,2,3.17,6.34,0,0
,,,,활고둥(보말고둥),,,1,0.27,1.62,0,0,0,0,0
,,,,활고둥(분홍입고둥),,,2,1.32,5.58,0,0,0,0,0
,,,,활고둥(유럽물레고둥),,,13,2.69,18.24,0,0,0,0,0
,,,,활고둥(털골뱅이),,,1,0.35,0.74,0,0,0,0,0
,,,,활고둥(피뿔고둥),,,"2,032","5,167.62","7,536.42",0,0.79,0.47,0.92,1.89
,,,,활곰치,,,1,1.49,6.89,0,0,0,0,0
,,,,활괴도라치,,,3,1.2,2.15,0,0,0,0,0
,,,,활굴,,,100,147.26,123.56,5,19.02,6.31,0,0
,,,,활꺽정이,,,2,0.49,0.91,0,0,0,0,0
,,,,활꼬막,,,"2,095","5,607.12","9,707.31",3,9,3.63,0,0
,,,,활꼬막(새꼬막),,,"5,333","24,933.48","28,311.1",33,265.61,242.64,0,0
,,,,활낙지,,,"46,493","85,258.26","632,207.79",42,29.01,136.2,1.47,3.39
,,,,활날새기,,,2,3.86,13.5,0,0,0,0,0
,,,,활넙치,,,483,448.3,"3,378.58",2,5.86,37.53,1.22,12.68
,,,,활넙치(터봇),,,21,37.06,331.24,0,0,0,0,0
,,,,활노래미,,,11,69.22,308.26,2,1.89,6.26,0.24,1.18
,,,,활노래미(쥐노래미),,,"2,272","24,208.35","172,171.47",6,63.57,453.82,1.33,5.74
,,,,활농어,,,"12,126","99,949.97","597,571.03",22,204.75,"1,041.41",2.19,8.21
,,,,활다슬기,,,445,386.64,350.04,1,0.29,0.17,0,0
,,,,활다슬기(참다슬기),,,70,95.84,128.27,0,0,0,0,0
,,,,활대구,,,1,0.29,0.72,0,0,0,0,0
,,,,활대합,,,74,226.24,264.06,2,2.04,1.65,0.36,0.29
,,,,활대합(깜장북방대합),,,167,280.37,345,0,0,0,0,0
,,,,활대합(북방대합),,,"5,773","25,207.38","39,839.33",19,75.68,69.09,0,0
,,,,활도다리,,,22,17.89,69.18,0,0.23,0.81,0.1,0.34
,,,,활도다리(강도다리),,,157,711.81,"5,657.07",0,0,0,0,0
,,,,활독가시치,,,151,108.65,366.27,1,1.6,4.76,0,0
,,,,활돔,,,3,27.94,173.77,0,0,0,0,0
,,,,활돔(갈돔),,,6,11.72,81.54,0,0,0,0,0
,,,,활돔(감성돔),,,"3,699","9,587.69","78,975.07",3,5.7,29.25,0.14,0.72
,,,,활돔(강담돔),,,641,282.97,"4,824.59",1,0.11,1.65,0,0
,,,,활돔(구갈돔),,,4,4.77,19.68,0,0,0,0,0
,,,,활돔(돌돔),,,"2,273","1,293.91","23,230.34",4,3.9,64.47,0,0
,,,,활돔(동갈돗돔),,,"1,028","2,466.04","21,257.67",3,7.84,65.9,0,0
,,,,활돔(맹그로브퉁돔),,,8,17.69,186.84,0,0,0,0,0
,,,,활돔(벤자리),,,134,275.69,"2,000.69",0,0,0,0,0
,,,,활돔(벵에돔),,,"1,272","1,243.56","9,054.62",5,4.02,18.56,0,0
,,,,활돔(어름돔),,,170,351.9,"2,446.96",0,0,0,0,0
,,,,활돔(조니퉁돔),,,1,0.04,0.15,0,0,0,0,0
,,,,활돔(쥐돔),,,192,199.34,"1,384.6",1,0.56,4.36,0,0
,,,,활돔(진홍퉁돔),,,103,199.04,"1,879.05",0,0,0,0,0
,,,,활돔(참돔),,,"11,370","66,613.69","486,356.54",10,30.65,206.46,0.34,1.67
,,,,활돔(청돔),,,3,2.47,13.98,0,0,0,0,0
,,,,활돔(청황돔),,,3,3.2,17.65,0,0,0,0,0
,,,,활돔(퉁돔),,,4,11.16,40.2,0,0,0,0.12,0.58
,,,,활돔(하스돔),,,4,8.95,51,0,0,0,0,0
,,,,활돔(황적퉁돔),,,9,14.41,157.17,0,0,0,0,0
,,,,활동사리,,,2,0.47,0.47,0,0,0,0,0
,,,,활동자개,,,"4,814","9,125.36","43,063.68",32,68.12,370.28,0.1,0.35
,,,,활동자개(대농갱이),,,1,1.16,7.31,0,0,0,0,0
,,,,활동죽,,,"2,061","7,644.49","5,617.18",0,1,0.75,0,0
,,,,활드렁허리,,,544,215.61,"1,310.82",3,0.5,1.29,0.25,1.39
